code,year,region
511621,1998,岳池县
511622,1998,武胜县
511623,1998,邻水县
511681,1998,华蓥市
511700,1999,达州市
511702,1999,通川区
511703,2013,达川区
511721,1999,达县
511722,1999,宣汉县
511723,1999,开江县
511724,1999,大竹县
511725,1999,渠县
511781,1999,万源市
511800,2000,雅安市
511802,2000,雨城区
511803,2012,名山区
511821,2000,名山县
511822,2000,荥经县
511823,2000,汉源县
511824,2000,石棉县
511825,2000,天全县
511826,2000,芦山县
511827,2000,宝兴县
511900,2000,巴中市
511902,2000,巴州区
511903,2013,恩阳区
511921,2000,通江县
511922,2000,南江县
511923,2000,平昌县
512000,2000,资阳市
512002,2000,雁江区
512021,2000,安岳县
512022,2000,乐至县
512081,2000,简阳市
512100,1980,温江地区
512100,1982,永川地区
512121,1982,江津县
512121,1980,温江县
512122,1982,合川县
512122,1980,郫县
512123,1980,灌县
512123,1982,潼南县
512124,1980,彭县
512124,1982,铜梁县
512125,1980,什邡县
512125,1982,永川县
512126,1982,大足县
512126,1980,广汉县
512127,1982,荣昌县
512127,1980,新都县
512128,1982,璧山县
512128,1980,新津县
512129,1980,蒲江县
512130,1980,邛崃县
512131,1980,大邑县
512132,1980,崇庆县
512200,1980,绵阳地区
512200,1982,万县地区
512201,1980,绵阳市
512201,1982,万县市
512202,1980,市中区
512221,1980,江油县
512221,1982,万县
512222,1982,开县
512222,1980,青川县
512223,1980,平武县
512223,1982,忠县
512224,1980,广元县
512224,1982,梁平县
512225,1980,旺苍县
512225,1982,云阳县
512226,1982,奉节县
512226,1980,剑阁县
512227,1982,巫山县
512227,1980,梓潼县
512228,1980,三台县
512228,1982,巫溪县
512229,1982,城口县
512229,1980,盐亭县
512230,1980,射洪县
512231,1980,遂宁县
512232,1980,蓬溪县
512233,1980,中江县
512234,1980,德阳县
512235,1980,绵竹县
512236,1980,安县
512237,1980,北川县
512300,1982,涪陵地区
512300,1980,内江地区
512301,1983,涪陵市
512301,1980,内江市
512302,1994,南川市
512321,1982,涪陵县
512321,1980,内江县
512322,1982,垫江县
512322,1980,乐至县
512323,1980,安岳县
512323,1982,南川县
512324,1982,丰都县
512324,1980,威远县
512325,1983,石柱土家族自治县
512325,1982,石柱县
512325,1980,资中县
512326,1982,武隆县
512326,1980,资阳县
512327,1980,简阳县
512327,1983,彭水苗族土家族自治县
512327,1982,彭水县
512328,1983,黔江土家族苗族自治县
512328,1982,黔江县
512329,1983,酉阳土家族苗族自治县
512329,1982,酉阳县
512330,1983,秀山土家族苗族自治县
512330,1982,秀山县
512400,1982,内江地区
512400,1980,宜宾地区
512401,1982,内江市
512401,1980,宜宾市
512402,1980,泸州市
512421,1982,内江县
512421,1980,宜宾县
512422,1980,富顺县
512422,1982,资中县
512423,1980,隆昌县
512423,1982,资阳县
512424,1982,简阳县
512424,1980,南溪县
512425,1980,江安县
512425,1982,威远县
512426,1982,隆昌县
512426,1980,纳溪县
512427,1982,安岳县
512427,1980,泸县
512428,1980,合江县
512428,1982,乐至县
512429,1980,古蔺县
512430,1980,叙永县
512431,1980,长宁县
512432,1980,兴文县
512433,1980,珙县
512434,1980,高县
512435,1980,筠连县
512436,1980,屏山县
512500,1980,乐山地区
512500,1982,宜宾地区
512501,1980,乐山市
512501,1982,宜宾市
512502,1982,泸州市
512521,1980,夹江县
512521,1982,泸县
512522,1982,富顺县
512522,1980,洪雅县
512523,1980,丹棱县
512523,1982,合江县
512524,1982,纳溪县
512524,1980,青神县
512525,1980,眉山县
512525,1982,叙永县
512526,1982,古蔺县
512526,1980,彭山县
512527,1980,井研县
512527,1982,宜宾县
512528,1982,南溪县
512528,1980,仁寿县
512529,1980,犍为县
512529,1982,江安县
512530,1980,沐川县
512530,1982,长宁县
512531,1980,峨眉县
512531,1982,高县
512532,1980,金口河工农区
512532,1982,筠连县
512533,1981,峨边县
512533,1982,珙县
512534,1981,马边县
512534,1982,兴文县
512535,1982,屏山县
512600,1980,江津地区
512600,1982,乐山地区
512600,1981,永川地区
512601,1982,乐山市
512621,1982,仁寿县
512621,1980,永川县
512622,1980,大足县
512622,1982,眉山县
512623,1982,犍为县
512623,1980,铜梁县
512624,1980,合川县
512624,1982,井研县
512625,1982,峨眉县
512625,1980,潼南县
512626,1980,璧山县
512626,1982,夹江县
512627,1982,洪雅县
512627,1980,江津县
512628,1982,彭山县
512628,1980,荣昌县
512629,1982,沐川县
512630,1982,青神县
512631,1982,丹棱县
512632,1982,峨边县
512632,1983,峨边彝族自治县
512633,1982,马边县
512633,1983,马边彝族自治县
512634,1982,金口河工农区
512700,1980,涪陵地区
512700,1982,温江地区
512721,1980,涪陵县
512721,1982,温江县
512722,1980,垫江县
512722,1982,郫县
512723,1980,丰都县
512723,1982,新都县
512724,1982,广汉县
512724,1980,石柱县
512725,1982,什邡县
512725,1980,秀山县
512726,1982,彭县
512726,1980,酉阳县
512727,1982,灌县
512727,1980,黔江县
512728,1982,崇庆县
512728,1980,彭水县
512729,1982,大邑县
512729,1980,武隆县
512730,1980,南川县
512730,1982,邛崃县
512731,1982,蒲江县
512732,1982,新津县
512800,1982,绵阳地区
512800,1980,万县地区
512801,1982,绵阳市
512801,1980,万县市
512802,1982,市中区
512821,1982,德阳县
512821,1980,万县
512822,1980,开县
512822,1982,绵竹县
512823,1982,安县
512823,1980,城口县
512824,1982,江油县
512824,1980,巫溪县
512825,1980,巫山县
512825,1982,梓潼县
512826,1980,奉节县
512826,1982,剑阁县
512827,1982,广元县
512827,1980,云阳县
512828,1982,旺苍县
512828,1980,忠县
512829,1980,梁平县
512829,1982,青川县
512830,1982,平武县
512831,1982,北川县
512832,1982,遂宁县
512833,1982,三台县
512834,1982,中江县
512835,1982,蓬溪县
512836,1982,射洪县
512837,1982,盐亭县
512900,1980,南充地区
512901,1980,南充市
512902,1985,华蓥市
512903,1991,阆中市
512921,1980,南充县
512922,1980,苍溪县
512922,1982,南部县
512923,1980,阆中县
512923,1982,岳池县
512924,1980,仪陇县
512924,1982,营山县
512925,1982,广安县
512925,1980,南部县
512926,1982,蓬安县
512926,1980,西充县
512927,1982,仪陇县
512927,1980,营山县
512928,1980,蓬安县
512928,1982,武胜县
512929,1980,广安县
512929,1982,西充县
512930,1982,阆中县
512930,1980,岳池县
512931,1982,苍溪县
512931,1980,武胜县
512932,1980,华云工农区
513000,1993,达川地区
513000,1980,达县地区
513001,1993,达川市
513001,1980,达县市
513002,1993,万源市
513021,1980,达县
513022,1980,万源县
513022,1982,宣汉县
513023,1982,开江县
513023,1980,宣汉县
513024,1980,开江县
513024,1982,万源县
513025,1980,邻水县
513025,1982,通江县
513026,1980,大竹县
513026,1982,南江县
513027,1982,巴中县
513027,1980,渠县
513028,1980,南江县
513028,1982,平昌县
513029,1980,巴中县
513029,1982,大竹县
513030,1980,平昌县
513030,1982,渠县
513031,1982,邻水县
513031,1980,通江县
513032,1980,白沙工农区
513100,1980,雅安地区
513101,1983,雅安市
513121,1980,雅安县
513122,1980,芦山县
513122,1982,名山县
513123,1980,名山县
513123,1982,荥经县
513124,1982,汉源县
513124,1980,荥经县
513125,1980,汉源县
513125,1982,石棉县
513126,1980,石棉县
513126,1982,天全县
513127,1982,芦山县
513127,1980,天全县
513128,1980,宝兴县
513200,1987,阿坝藏族羌族自治州
513200,1980,阿坝藏族自治州
513201,2015,马尔康区
513201,2016,马尔康市
513221,1980,马尔康县
513221,1982,汶川县
513222,1980,红原县
513222,1982,理县
513223,1980,阿坝县
513223,1982,茂汶羌族自治县
513223,1987,茂县
513224,1980,若尔盖县
513224,1982,松潘县
513225,1980,黑水县
513225,1997,九寨沟县
513225,1982,南坪县
513226,1982,金川县
513226,1980,松潘县
513227,1980,南坪县
513227,1982,小金县
513228,1982,黑水县
513228,1980,茂汶羌族自治县
513229,1982,马尔康县
513229,1980,汶川县
513230,1980,理县
513230,1982,壤塘县
513231,1982,阿坝县
513231,1980,小金县
513232,1980,金川县
513232,1982,若尔盖县
513233,1982,红原县
513233,1980,壤塘县
513300,1980,甘孜藏族自治州
513301,2015,康定市
513321,1980,康定县
513322,1980,炉霍县
513322,1982,泸定县
513323,1982,丹巴县
513323,1980,甘孜县
513324,1982,九龙县
513324,1980,新龙县
513325,1980,白玉县
513325,1982,雅江县
513326,1982,道孚县
513326,1980,德格县
513327,1982,炉霍县
513327,1980,石渠县
513328,1982,甘孜县
513328,1980,色达县
513329,1980,泸定县
513329,1982,新龙县
513330,1980,丹巴县
513330,1982,德格县
513331,1982,白玉县
513331,1980,九龙县
513332,1982,石渠县
513332,1980,雅江县
513333,1980,道孚县
513333,1982,色达县
513334,1980,理塘县
513335,1982,巴塘县
513335,1980,乡城县
513336,1980,稻城县
513336,1982,乡城县
513337,1980,巴塘县
513337,1982,稻城县
513338,1980,得荣县
513400,1980,凉山彝族自治州
513401,1980,西昌市
513421,1980,西昌县
513422,1982,木里藏族自治县
513422,1980,昭觉县
513423,1980,甘洛县
513423,1982,盐源县
513424,1982,德昌县
513424,1980,峨边县
513425,1982,会理县
513425,1980,马边县
513426,1982,会东县
513426,1980,雷波县
513427,1980,宁南县
513428,1980,会东县
513428,1982,普格县
513429,1982,布拖县
513429,1980,会理县
513430,1980,德昌县
513430,1982,金阳县
513431,1980,美姑县
513431,1982,昭觉县
513432,1980,金阳县
513432,1982,喜德县
513433,1980,布拖县
513433,1982,冕宁县
513434,1980,普格县
513434,1982,越西县
513435,1982,甘洛县
513435,1980,喜德县
513436,1982,美姑县
513436,1980,越西县
513437,1982,雷波县
513437,1980,盐源县
513438,1980,木里藏族自治县
513439,1980,冕宁县
513500,1988,黔江地区
513521,1988,石柱土家族自治县
513522,1988,秀山土家族苗族自治县
513523,1988,黔江土家族苗族自治县
513524,1988,酉阳土家族苗族自治县
513525,1988,彭水苗族土家族自治县
513600,1993,广安地区
513601,1993,华蓥市
513621,1993,岳池县
513622,1993,广安县
513623,1993,武胜县
513624,1993,邻水县
513700,1993,巴中地区
513701,1993,巴中市
513721,1993,通江县
513722,1993,南江县
513723,1993,平昌县
513800,1997,眉山地区
513821,1997,眉山县
513822,1997,仁寿县
513823,1997,彭山县
513824,1997,洪雅县
513825,1997,丹棱县
513826,1997,青神县
513900,1998,资阳地区
513901,1998,资阳市
513902,1998,简阳市
513921,1998,安岳县
513922,1998,乐至县
517000,1995,涪陵市
517002,1995,枳城区
517003,1995,李渡区
517021,1995,垫江县
517022,1995,丰都县
517023,1995,武隆县
517081,1995,南川市
519001,1988,广汉市
519002,1988,江油市
519003,1988,都江堰市
519004,1988,峨眉山市
519005,1992,永川市
519006,1992,合川市
519007,1992,江津市
519008,1993,阆中市
519009,1993,资阳市
519010,1993,彭州市
519011,1994,简阳市
519012,1994,邛崃市
519013,1994,崇州市
520000,1980,贵州省
520100,1980,贵阳市
520102,1980,南明区
520103,1980,云岩区
520111,1980,花溪区
520112,1980,乌当区
520113,1980,白云区
520114,2000,小河区
520115,2012,观山湖区
520121,1995,开阳县
520122,1995,息烽县
520123,1995,修文县
520181,1995,清镇市
520200,1980,六盘水市
520201,1980,水城特区
520201,1987,钟山区
520202,1980,盘县特区
520203,1980,六枝特区
520221,1987,水城县
520222,1999,盘县
520281,2017,盘州市
520300,1997,遵义市
520302,1997,红花岗区
520303,2003,汇川区
520304,2016,播州区
520321,1997,遵义县
520322,1997,桐梓县
520323,1997,绥阳县
520324,1997,正安县
520325,1997,道真仡佬族苗族自治县
520326,1997,务川仡佬族苗族自治县
520327,1997,凤冈县
520328,1997,湄潭县
520329,1997,余庆县
520330,1997,习水县
520381,1997,赤水市
520382,1997,仁怀市
520400,2000,安顺市
520402,2000,西秀区
520403,2014,平坝区
520421,2000,平坝县
520422,2000,普定县
520423,2000,镇宁布依族苗族自治县
520424,2000,关岭布依族苗族自治县
520425,2000,紫云苗族布依族自治县
520500,2011,毕节市
520502,2011,七星关区
520521,2011,大方县
520522,2011,黔西县
520523,2011,金沙县
520524,2011,织金县
520525,2011,纳雍县
520526,2011,威宁彝族回族苗族自治县
520527,2011,赫章县
520600,2011,铜仁市
520602,2011,碧江区
520603,2011,万山区
520621,2011,江口县
520622,2011,玉屏侗族自治县
520623,2011,石阡县
520624,2011,思南县
520625,2011,印江土家族苗族自治县
520626,2011,德江县
520627,2011,沿河土家族自治县
520628,2011,松桃苗族自治县
522100,1980,遵义地区
522101,1980,遵义市
522102,1990,赤水市
522103,1995,仁怀市
522121,1980,遵义县
522122,1980,桐梓县
522123,1980,绥阳县
522124,1980,正安县
522125,1980,道真县
522125,1986,道真仡佬族苗族自治县
522126,1980,务川县
522126,1986,务川仡佬族苗族自治县
522127,1980,凤冈县
522128,1980,湄潭县
522129,1980,余庆县
522130,1980,仁怀县
522131,1980,赤水县
522132,1980,习水县
522200,1980,铜仁地区
522201,1987,铜仁市
522221,1980,铜仁县
522222,1980,江口县
522223,1983,玉屏侗族自治县
522223,1980,玉屏县
522224,1980,石阡县
522225,1980,思南县
522226,1986,印江土家族苗族自治县
522226,1980,印江县
522227,1980,德江县
522228,1986,沿河土家族自治县
522228,1980,沿河县
522229,1980,松桃苗族自治县
522230,1980,万山特区
522300,1981,黔西南布依族苗族自治州
522300,1980,兴义地区
522301,1987,兴义市
522302,2018,兴仁市
522321,1980,兴义县
522322,1980,兴仁县
522323,1980,普安县
522324,1980,晴隆县
522325,1980,贞丰布依族苗族自治县
522325,1981,贞丰县
522326,1980,望谟布依族苗族自治县
522326,1981,望谟县
522327,1980,册亨布依族自治县
522327,1981,册亨县
522328,1980,安龙布依族苗族自治县
522328,1981,安龙县
522400,1980,毕节地区
522401,1993,毕节市
522421,1980,毕节县
522422,1980,大方县
522423,1980,黔西县
522424,1980,金沙县
522425,1980,织金县
522426,1980,纳雍县
522427,1980,威宁彝族回族苗族自治县
522428,1980,赫章县
522500,1980,安顺地区
522501,1980,安顺市
522502,1992,清镇市
522521,1980,安顺县
522522,1980,开阳县
522523,1980,息烽县
522524,1980,修文县
522525,1980,清镇县
522526,1980,平坝县
522527,1980,普定县
522528,1981,关岭布依族苗族自治县
522528,1980,关岭县
522529,1980,镇宁布依族苗族自治县
522530,1980,紫云苗族布依族自治县
522600,1980,黔东南苗族侗族自治州
522601,1983,凯里市
522621,1980,凯里县
522622,1980,黄平县
522623,1980,施秉县
522624,1980,三穗县
522625,1980,镇远县
522626,1980,岑巩县
522627,1980,天柱县
522628,1980,锦屏县
522629,1980,剑河县
522630,1980,台江县
522631,1980,黎平县
522632,1980,榕江县
522633,1980,从江县
522634,1980,雷山县
522635,1980,麻江县
522636,1980,丹寨县
522700,1980,黔南布依族苗族自治州
522701,1980,都匀市
522702,1996,福泉市
522721,1980,都匀县
522722,1980,荔波县
522723,1980,贵定县
522724,1980,福泉县
522725,1980,瓮安县
522726,1980,独山县
522727,1980,平塘县
522728,1980,罗甸县
522729,1980,长顺县
522730,1980,龙里县
522731,1980,惠水县
522732,1980,三都水族自治县
530000,1980,云南省
530100,1980,昆明市
530102,1980,五华区
530103,1980,盘龙区
530111,1980,官渡区
530112,1980,西山区
530113,1998,东川区
530114,2011,呈贡区
530115,2016,晋宁区
530121,1980,安宁县
530121,1982,呈贡县
530122,1980,呈贡县
530122,1982,晋宁县
530123,1982,安宁县
530123,1980,富民县
530124,1982,富民县
530124,1980,晋宁县
530125,1983,宜良县
530126,1983,路南彝族自治县
530126,1998,石林彝族自治县
530127,1983,嵩明县
530128,1983,禄劝县
530128,1985,禄劝彝族苗族自治县
530129,1998,寻甸回族彝族自治县
530181,1995,安宁市
530200,1980,东川市
530300,1997,曲靖市
530302,1997,麒麟区
530303,2016,沾益区
530304,2018,马龙区
530321,1997,马龙县
530322,1997,陆良县
530323,1997,师宗县
530324,1997,罗平县
530325,1997,富源县
530326,1997,会泽县
530327,1997,寻甸回族彝族自治县
530328,1997,沾益县
530381,1997,宣威市
530400,1997,玉溪市
530402,1997,红塔区
530403,2015,江川区
530421,1997,江川县
530422,1997,澄江县
530423,1997,通海县
530424,1997,华宁县
530425,1997,易门县
530426,1997,峨山彝族自治县
530427,1997,新平彝族傣族自治县
530428,1997,元江哈尼族彝族傣族自治县
530500,2000,保山市
530502,2000,隆阳区
530521,2000,施甸县
530522,2000,腾冲县
530523,2000,龙陵县
530524,2000,昌宁县
530581,2015,腾冲市
530600,2001,昭通市
530602,2001,昭阳区
530621,2001,鲁甸县
530622,2001,巧家县
530623,2001,盐津县
530624,2001,大关县
530625,2001,永善县
530626,2001,绥江县
530627,2001,镇雄县
530628,2001,彝良县
530629,2001,威信县
530630,2001,水富县
530681,2018,水富市
530700,2002,丽江市
530702,2002,古城区
530721,2002,玉龙纳西族自治县
530722,2002,永胜县
530723,2002,华坪县
530724,2002,宁蒗彝族自治县
530800,2007,普洱市
530800,2003,思茅市
530802,2003,翠云区
530802,2007,思茅区
530821,2007,宁洱哈尼族彝族自治县
530821,2003,普洱哈尼族彝族自治县
530822,2003,墨江哈尼族自治县
530823,2003,景东彝族自治县
530824,2003,景谷傣族彝族自治县
530825,2003,镇沅彝族哈尼族拉祜族自治县
530826,2003,江城哈尼族彝族自治县
530827,2003,孟连傣族拉祜族佤族自治县
530828,2003,澜沧拉祜族自治县
530829,2003,西盟佤族自治县
530900,2003,临沧市
530902,2003,临翔区
530921,2003,凤庆县
530922,2003,云县
530923,2003,永德县
530924,2003,镇康县
530925,2003,双江拉祜族佤族布朗族傣族自治县
530926,2003,耿马傣族佤族自治县
530927,2003,沧源佤族自治县
532100,1980,昭通地区
532101,1981,昭通市
532121,1980,昭通县
532122,1980,鲁甸县
532123,1980,巧家县
532124,1980,盐津县
532125,1980,大关县
532126,1980,永善县
532127,1980,绥江县
532128,1980,镇雄县
532129,1980,彝良县
532130,1980,威信县
532131,1981,水富县
532200,1980,曲靖地区
532201,1983,曲靖市
532202,1994,宣威市
532221,1980,曲靖县
532222,1980,沾益县
532223,1980,马龙县
532224,1980,宣威县
532225,1980,富源县
532226,1980,罗平县
532227,1980,师宗县
532228,1980,陆良县
532229,1980,宜良县
532230,1980,路南彝族自治县
532231,1980,寻甸回族彝族自治县
532232,1980,嵩明县
532233,1980,会泽县
532300,1980,楚雄彝族自治州
532301,1983,楚雄市
532321,1980,楚雄县
532322,1980,双柏县
532323,1980,牟定县
532324,1980,南华县
532325,1980,姚安县
532326,1980,大姚县
532327,1980,永仁县
532328,1980,元谋县
532329,1980,武定县
532330,1980,禄劝县
532331,1980,禄丰县
532400,1980,玉溪地区
532401,1983,玉溪市
532421,1980,玉溪县
532422,1980,江川县
532423,1980,澄江县
532424,1980,通海县
532425,1980,华宁县
532426,1980,易门县
532427,1980,峨山彝族自治县
532428,1980,新平彝族傣族自治县
532429,1980,元江哈尼族彝族傣族自治县
532500,1980,红河哈尼族彝族自治州
532501,1980,个旧市
532502,1981,开远市
532503,2010,蒙自市
532504,2013,弥勒市
532521,1980,开远县
532522,1980,蒙自县
532523,1980,屏边苗族自治县
532524,1980,建水县
532525,1980,石屏县
532526,1980,弥勒县
532527,1980,泸西县
532528,1980,元阳县
532529,1980,红河县
532530,1985,金平苗族瑶族傣族自治县
532530,1980,金平县
532531,1980,绿春县
532532,1980,河口瑶族自治县
532600,1980,文山壮族苗族自治州
532601,2010,文山市
532621,1980,文山县
532622,1980,砚山县
532623,1980,西畴县
532624,1980,麻栗坡县
532625,1980,马关县
532626,1980,丘北县
532627,1980,广南县
532628,1980,富宁县
532700,1980,思茅地区
532701,1993,思茅市
532721,1981,思茅县
532722,1985,普洱哈尼族彝族自治县
532722,1980,普洱县
532723,1980,墨江哈尼族自治县
532724,1980,景东县
532724,1985,景东彝族自治县
532725,1985,景谷傣族彝族自治县
532725,1980,景谷县
532726,1980,镇沅县
532726,1990,镇沅彝族哈尼族拉祜族自治县
532727,1980,江城哈尼族彝族自治县
532728,1980,孟连傣族拉祜族佤族自治县
532729,1980,澜沧拉祜族自治县
532730,1980,西盟佤族自治县
532800,1980,西双版纳傣族自治州
532801,1993,景洪市
532821,1980,景洪县
532822,1980,勐海县
532823,1980,勐腊县
532900,1980,大理白族自治州
532901,1983,大理市
532901,1980,下关市
532921,1980,大理县
532922,1980,漾濞县
532922,1985,漾濞彝族自治县
532923,1980,祥云县
532924,1980,宾川县
532925,1980,弥渡县
532926,1980,南涧彝族自治县
532927,1980,巍山彝族回族自治县
532928,1980,永平县
532929,1980,云龙县
532930,1980,洱源县
532931,1980,剑川县
532932,1980,鹤庆县
533000,1980,保山地区
533001,1983,保山市
533021,1980,保山县
533022,1980,施甸县
533023,1980,腾冲县
533024,1980,龙陵县
533025,1980,昌宁县
533100,1980,德宏傣族景颇族自治州
533101,1985,畹町市
533102,1992,瑞丽市
533103,1996,潞西市
533103,2010,芒市
533121,1980,潞西县
533122,1980,梁河县
533123,1980,盈江县
533124,1980,陇川县
533125,1980,瑞丽县
533126,1980,畹町镇
533200,1980,丽江地区
533221,1980,丽江纳西族自治县
533222,1980,永胜县
533223,1980,华坪县
533224,1980,宁蒗彝族自治县
533300,1980,怒江傈僳族自治州
533301,2016,泸水市
533321,1980,碧江县
533321,1982,泸水县
533322,1982,碧江县
533322,1980,福贡县
533323,1982,福贡县
533323,1980,贡山独龙族怒族自治县
533324,1982,贡山独龙族怒族自治县
533324,1980,泸水县
533325,1987,兰坪白族普米族自治县
533325,1980,兰坪县
533400,1980,迪庆藏族自治州
533401,2014,香格里拉市
533421,2001,香格里拉县
533421,1980,中甸县
533422,1980,德钦县
533423,1985,维西傈僳族自治县
533423,1980,维西县
533500,1980,临沧地区
533521,1980,临沧县
533522,1980,凤庆县
533523,1980,云县
533524,1980,永德县
533525,1980,镇康县
533526,1985,双江拉祜族佤族布朗族傣族自治县
533526,1980,双江县
533527,1980,耿马傣族佤族自治县
533528,1980,沧源佤族自治县
540000,1980,西藏自治区
540100,1980,拉萨市
540102,1980,城关区
540103,2015,堆龙德庆区
540104,2017,达孜区
540121,1980,林周县
540122,1980,当雄县
540123,1980,尼木县
540124,1980,曲水县
540125,1980,堆龙德庆县
540126,1980,达孜县
540127,1980,墨竹工卡县
540128,1980,工布江达县
540129,1980,林芝县
540130,1980,米林县
540131,1980,墨脱县
540200,2014,日喀则市
540202,2014,桑珠孜区
540221,2014,南木林县
540222,2014,江孜县
540223,2014,定日县
540224,2014,萨迦县
540225,2014,拉孜县
540226,2014,昂仁县
540227,2014,谢通门县
540228,2014,白朗县
540229,2014,仁布县
540230,2014,康马县
540231,2014,定结县
540232,2014,仲巴县
540233,2014,亚东县
540234,2014,吉隆县
540235,2014,聂拉木县
540236,2014,萨嘎县
540237,2014,岗巴县
540300,2014,昌都市
540302,2014,卡若区
540321,2014,江达县
540322,2014,贡觉县
540323,2014,类乌齐县
540324,2014,丁青县
540325,2014,察雅县
540326,2014,八宿县
540327,2014,左贡县
540328,2014,芒康县
540329,2014,洛隆县
540330,2014,边坝县
540400,2015,林芝市
540402,2015,巴宜区
540421,2015,工布江达县
540422,2015,米林县
540423,2015,墨脱县
540424,2015,波密县
540425,2015,察隅县
540426,2015,朗县
540500,2016,山南市
540502,2016,乃东区
540521,2016,扎囊县
540522,2016,贡嘎县
540523,2016,桑日县
540524,2016,琼结县
540525,2016,曲松县
540526,2016,措美县
540527,2016,洛扎县
540528,2016,加查县
540529,2016,隆子县
540530,2016,错那县
540531,2016,浪卡子县
540600,2017,那曲市
540602,2017,色尼区
540621,2017,嘉黎县
540622,2017,比如县
540623,2017,聂荣县
540624,2017,安多县
540625,2017,申扎县
540626,2017,索县
540627,2017,班戈县
540628,2017,巴青县
540629,2017,尼玛县
540630,2017,双湖县
542100,1980,昌都地区
542121,1980,昌都县
542122,1980,江达县
542123,1980,贡觉县
542124,1980,类乌齐县
542125,1980,丁青县
542126,1980,察雅县
542127,1980,八宿县
542128,1980,左贡县
542129,1980,芒康县
542130,1980,波密县
542131,1980,察隅县
542132,1980,洛隆县
542133,1980,边坝县
542134,1983,盐井县
542135,1983,碧土县
542136,1983,妥坝县
542137,1983,生达县
542200,1980,山南地区
542221,1980,乃东县
542222,1980,扎囊县
542223,1980,贡嘎县
542224,1980,桑日县
542225,1980,穷结县
542225,1986,琼结县
542226,1980,曲松县
542227,1980,措美县
542228,1980,洛扎县
542229,1980,加查县
542230,1980,朗县
542231,1980,隆子县
542232,1980,错那县
542233,1980,浪卡子县
542300,1980,日喀则地区
542301,1986,日喀则市
542321,1980,日喀则县
542322,1980,南木林县
542323,1980,江孜县
542324,1980,定日县
542325,1980,萨迦县
542326,1980,拉孜县
542327,1980,昂仁县
542328,1980,谢通门县
542329,1980,白朗县
542330,1980,仁布县
542331,1980,康马县
542332,1980,定结县
542333,1980,仲巴县
542334,1980,亚东县
542335,1980,吉隆县
542336,1980,聂拉木县
542337,1980,萨嘎县
542338,1980,岗巴县
542400,1980,那曲地区
542421,1980,那曲县
542422,1980,嘉黎县
542423,1980,比如县
542424,1980,聂荣县
542425,1980,安多县
542426,1980,申扎县
542427,1980,索县
542428,1980,班戈县
542429,1980,巴青县
542430,1983,尼玛县
542431,2012,双湖县
542500,1980,阿里地区
542521,1980,普兰县
542522,1980,札达县
542523,1980,噶尔县
542524,1980,日土县
542525,1980,革吉县
542526,1980,改则县
542527,1980,措勤县
542528,1983,隆格尔县
542600,1983,林芝地区
542621,1983,林芝县
542622,1983,工布江达县
542623,1983,米林县
542624,1983,墨脱县
542625,1983,波密县
542626,1983,察隅县
542627,1983,朗县
542700,1983,江孜地区
542721,1983,江孜县
542722,1983,浪卡子县
542723,1983,白朗县
542724,1983,仁布县
542725,1983,康马县
542726,1983,亚东县
542727,1983,岗巴县
610000,1980,陕西省
610100,1980,西安市
610102,1980,新城区
610103,1980,碑林区
610104,1980,莲湖区
610111,1980,灞桥区
610112,1980,未央区
610113,1980,雁塔区
610114,1980,阎良区
610115,1997,临潼区
610116,2002,长安区
610117,2014,高陵区
610118,2016,鄠邑区
610121,1980,长安县
610122,1983,蓝田县
610123,1983,临潼县
610124,1983,周至县
610125,1983,户县
610126,1983,高陵县
610200,1980,铜川市
610202,1980,城区
610202,2000,王益区
610203,1980,郊区
610203,2000,印台区
610204,2002,耀州区
610221,1980,耀县
610222,1983,宜君县
610300,1980,宝鸡市
610302,1980,渭滨区
610303,1980,金台区
610304,2003,陈仓区
610304,1982,杨陵区
610321,1980,宝鸡县
610322,1980,凤翔县
610323,1980,岐山县
610324,1980,扶风县
610325,1980,武功县
610326,1980,眉县
610327,1980,陇县
610328,1980,千阳县
610329,1980,麟游县
610330,1980,凤县
610331,1980,太白县
610400,1984,咸阳市
610401,1983,咸阳市
610402,1983,秦都区
610403,1983,杨陵区
610404,1986,渭城区
610421,1983,兴平县
610422,1983,三原县
610423,1983,泾阳县
610424,1983,乾县
610425,1983,礼泉县
610426,1983,永寿县
610427,1983,彬县
610428,1983,长武县
610429,1983,旬邑县
610430,1983,淳化县
610431,1983,武功县
610481,1995,兴平市
610482,2018,彬州市
610500,1994,渭南市
610502,1994,临渭区
610503,2015,华州区
610521,1994,华县
610522,1994,潼关县
610523,1994,大荔县
610524,1994,合阳县
610525,1994,澄城县
610526,1994,蒲城县
610527,1994,白水县
610528,1994,富平县
610581,1995,韩城市
610582,1995,华阴市
610600,1996,延安市
610602,1996,宝塔区
610603,2016,安塞区
610621,1996,延长县
610622,1996,延川县
610623,1996,子长县
610624,1996,安塞县
610625,1996,志丹县
610626,1996,吴旗县
610626,2005,吴起县
610627,1996,甘泉县
610628,1996,富县
610629,1996,洛川县
610630,1996,宜川县
610631,1996,黄龙县
610632,1996,黄陵县
610700,1996,汉中市
610702,1996,汉台区
610703,2017,南郑区
610721,1996,南郑县
610722,1996,城固县
610723,1996,洋县
610724,1996,西乡县
610725,1996,勉县
610726,1996,宁强县
610727,1996,略阳县
610728,1996,镇巴县
610729,1996,留坝县
610730,1996,佛坪县
610800,1999,榆林市
